typeOfChannel,delta,channelCoefficients,noiseVariance,SNR (dB),BPSKProbError,QAM4ProbError
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.857500,0.667659, 0.956250,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.855000,0.680339, 0.959375,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.852500,0.693056, 0.956500,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.850000,0.705811, 0.963500,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.847500,0.718603, 0.962000,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.845000,0.731433, 0.956125,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.842500,0.744301, 0.954250,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.840000,0.757207, 0.966875,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.837500,0.770152, 0.953625,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.835000,0.783135, 0.960750,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.832500,0.796158, 0.950125,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.830000,0.809219, 0.956625,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.827500,0.822320, 0.960375,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.825000,0.835461, 0.964125,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.822500,0.848641, 0.943625,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.820000,0.861861, 0.957750,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.817500,0.875122, 0.960125,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.815000,0.888424, 0.960875,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.812500,0.901766, 0.950000,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.810000,0.915150, 0.949250,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.807500,0.928575, 0.951000,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.805000,0.942041, 0.958750,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.802500,0.955550, 0.956375,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.800000,0.969100, 0.954000,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.797500,0.982693, 0.955125,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.795000,0.996329, 0.951500,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.792500,1.010007, 0.957625,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.790000,1.023729, 0.945500,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.787500,1.037494, 0.956875,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.785000,1.051303, 0.954500,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.782500,1.065157, 0.962375,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.780000,1.079054, 0.953500,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.777500,1.092996, 0.959750,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.775000,1.106983, 0.947625,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.772500,1.121015, 0.961875,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.770000,1.135093, 0.956750,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.767500,1.149216, 0.962000,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.765000,1.163386, 0.950375,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.762500,1.177602, 0.953875,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.760000,1.191864, 0.958750,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.757500,1.206174, 0.958625,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.755000,1.220530, 0.957125,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.752500,1.234935, 0.947375,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.750000,1.249387, 0.958625,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.747500,1.263888, 0.953125,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.745000,1.278437, 0.951250,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.742500,1.293035, 0.958875,1.000000
h(i) = h(j),20.000000,0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 0.156174 ,0.740000,1.307683, 0.948250,1.000000
